Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month, REPORTED Total Monthly Potable Water Production 2014/2015 , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII 2014/2015 (Subset of REPORTED Total Monthly Potable Water Production 2014/2015),REPORTED Monthly Ag Use 2014/2015 (This value is removed from REPORTED Total Monthly Potable Water Production 2014/2015 by Water Board staff to obtain CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),REPORTED Monthly Ag Use 2013 (This value is removed from REPORTED Total Monthly Potable Water Production 2013 by Water Board Staff to obtain CALCULATED Total Monthly Potable Water Production 2013 Gallons),Optional - REPORTED Recycled Water,REPORTED Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Conservation Standard (starting in June 2015),Supplier has Agricultural Water Use Exclusion Certification (list of received certifications available at: http://www.waterboards.ca.gov/water_issues/programs/conservation_portal/agriculture/),CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2014/2015 - REPORTED Monthly Ag Use 2014/2015; converted to gallons.),CALCULATED Total Monthly Potable Water Production 2013 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2013 - REPORTED Monthly Ag Use 2013; converted to gallons.),CALCULATED Monthly CII 2014/2015 (Subset of CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),CALCULATED R-GPCD 2014/2015 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections,Hydrologic Region
Apple Valley Ranchos Water Company,CPUC Rule 14.1,Yes,14-Oct,489113,445064,,,,,CCF,"Non-Potable(Recirculated Aquaculture Water) production was incorrectly included in the Total Potable Water Production amount originally submitted. Also, the Residential Use Percentage was incorrectly calculated including Non-potable consumption in the denominator.",62602,119.5,,,NULL,No,"365,881,932","332,930,992",Null,119.5,63.4,No Correction,South Lahontan
Apple Valley Ranchos Water Company,CPUC Rule 14.1,Yes,14-Sep,567236,556420,,,,,CCF,"Non-Potable(Recirculated Aquaculture Water) production was incorrectly included in the Total Potable Water Production amount originally submitted. Also, the Residential Use Percentage was incorrectly calculated including Non-potable consumption in the denominator.",62602,151.1,,,NULL,No,"424,321,995","416,231,065",Null,151.2,66.9,No Correction,South Lahontan
Apple Valley Ranchos Water Company,CPUC Rule 14.1,Yes,14-Aug,612173,643487,,,,,CCF,"Non-Potable(Recirculated Aquaculture Water) production was incorrectly included in the Total Potable Water Production amount originally submitted. Also, the Residential Use Percentage was incorrectly calculated including Non-potable consumption in the denominator.",62602,152.4,,,NULL,No,"457,937,205","481,361,704",Null,152.4,64.6,No Correction,South Lahontan
Apple Valley Ranchos Water Company,CPUC Rule 14.1,Yes,14-Jul,645771,674404,,,,,CCF,"Non-Potable (Recirculated Aquaculture Water) production was incorrectly included in the Total Potable Water Production amount originally submitted. Also, the Residential Use Percentage was auto-filled in program at 100% and not corrected to actual.",62602,175.3,,,NULL,No,"483,070,255","504,489,226",Null,175.5,70.5,No Correction,South Lahontan
Apple Valley Ranchos Water Company,CPUC Rule 14.1,Yes,14-Jun,591035,621548,,,,,CCF,"Non-Potable (Recirculated Aquaculture Water) production was incorrectly included in the Total Potable Water Production amount originally submitted. Also, the Residential Use Percentage was auto-filled in program at 100% and not corrected to actual. ",62602,147,,,NULL,No,"442,124,883","464,950,192",Null,147.1,62.5,No Correction,South Lahontan
Thousand Oaks  City of,2,Yes,15-Aug,920.5,1331.2,281.2,0,0,0,AF,The City bills bi/monthly so the commercial/industrial/institutional water usage is an approximate value.,51609,125,,,28%,No,"299,946,239","433,773,420","91,629,421",125.6,67,No Correction,South Coast
Thousand Oaks  City of,Level 2,Yes,15-Jul,848,1302,275,0,0,0,AF,,51609,115,,,28%,No,"276,322,010","424,258,558","89,609,142",115.7,67,No Correction,South Coast
Thousand Oaks  City of,Level 2,Yes,15-Jun,862.1,1250.5,256,0,0,,AF,"The City bills bi-monthly, so the commercial/industrial/institutional water usage is an approximate value.",51609,124.99,,,28%,No,"280,916,515","407,477,209","83,417,965",125,68.89,No Correction,South Coast
Thousand Oaks  City of,Level 2,Yes,15-May,850.7,1193.2,274,0,0,,AF,"The City bills bimonthly, so the commercial/industrial/institutional water usage is an approximation.",51609,116,,,NULL,No,"277,201,809","388,805,923","89,283,291",114.4,66,No Correction,South Coast
Thousand Oaks  City of,Permanent conservation measures,Yes,15-Apr,875,1018,,,,,AF,,51609,120,,"City Council is scheduled to declare Level 1 or Level 2 water shortage on May 26, 2015.  This will limit watering to 2 days or 3 days per week.   ",NULL,No,"285,119,999","331,716,753",Null,119.7,65,No Correction,South Coast
Thousand Oaks  City of,Permanent conservation measures,Yes,15-Mar,811.9,905.4,,,,,AF,,51609,117,,,NULL,No,"264,558,774","295,025,882",Null,117.4,71,No Correction,South Coast
Thousand Oaks  City of,Permanent conservation measures,Yes,15-Feb,646.6,706.2,,,,,AF,,51609,95,,,NULL,No,"210,695,533","230,116,278",Null,102.1,70,No Correction,South Coast
Thousand Oaks  City of,Permanent conservation measures,Yes,15-Jan,704,719,,,,,AF,,51609,101,,,NULL,No,"229,399,405","234,287,176",Null,103.2,72,No Correction,South Coast
Thousand Oaks  City of,Permanent Conservation Measures,Yes,14-Dec,513,920,,,,,AF,,51609,127,,,NULL,No,"167,161,782","299,783,313",Null,79.4,76,No Correction,South Coast
Thousand Oaks  City of,Permanent Conservation Measures,Yes,14-Nov,865,925,,,,,AF,,51609,148,,,NULL,No,"281,861,484","301,412,570",Null,127.4,70,No Correction,South Coast
Thousand Oaks  City of,Permanent Conservation Measures,Yes,14-Oct,1078,1131,,,,,AF,,51609,154,,,NULL,No,"351,267,838","368,537,964",Null,166.9,76,No Correction,South Coast
Thousand Oaks  City of,Permanent Conservation Measures,Yes,14-Sep,1129.9,1248.7,,,,,AF,,51609,158,,,NULL,No,"368,179,527","406,890,677",Null,159.3,67,No Correction,South Coast
Thousand Oaks  City of,Permanent Conservation Measures,Yes,14-Aug,1199,1331,,,,,AF,,51609,,,,NULL,No,"390,695,861","433,708,249",Null,180.7,74,No Correction,South Coast
Thousand Oaks  City of,Permanent Conservation Measures,Yes,14-Jul,1236,1302,,,,,AF,,51609,,,,NULL,No,"402,752,364","424,258,558",Null,151,60,No Correction,South Coast
Thousand Oaks  City of,Permanent Conservation Measures,Yes,14-Jun,1199,1251,,,,,AF,,51609,,,,NULL,No,"390,695,861","407,640,135",Null,151.4,60,No Correction,South Coast
Beverly Hills  City of,Stage D,Yes,15-Aug,976.6,1184.4,253.92,0,0,,AF,"Monthly production is calculated from local production and Metropolitan Water District (MWD) purchases. The percentage of residential use is calculated using the volume of water consumed by residential accounts compared to monthly production. Because the City of Beverly Hills maintains a 60-day billing cycle, percentage of residential use reflects consumption based on the August 2014 ratio. This report will be revised once more accurate data becomes available. Commercial, industrial and institutional use is calculated as a percentage of Monthly production; that percentage is determined from the formula 100 - [Percent Residential Use] - [Percent Non-Revenue Water]. Percent Non-Revenue Water is estimated to be 7% of total monthly production.",42157,165.6,,"Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education, Implemented Irrigation Audit program",32%,No,"318,226,504","385,938,430","82,740,194",163.1,67,No Correction,South Coast
Beverly Hills  City of,Stage D,Yes,15-Jul,929,1185.5,232.25,0,0,,AF,"Monthly production is calculated from local production and Metropolitan Water District (MWD) purchases. The percentage of residential use is calculated using the volume of water consumed by residential accounts compared to monthly production. Because the City of Beverly Hills maintains a 60-day billing cycle, percentage of residential use reflects consumption based on the July 2014 ratio. This report will be revised once more accurate data becomes available. Commercial, industrial and institutional use is calculated as a percentage of Monthly production; that percentage is determined from the formula 100 - [Percent Residential Use] - [Percent Non-Revenue Water]. This report has been revise to correct a mistake in this qualification field.",42157,157.5,2 (City staff had two meetings with a mobile car wash dealers that is washing cars that is currently prohibited under Stage D.) ,"Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education, Implemented Irrigation Audit program",32%,No,"302,715,976","386,296,867","75,678,994",157.5,68,No Correction,South Coast
Beverly Hills  City of,Stage D,Yes,15-Jun,841.7,1077.4,210.425,0,0,,AF,"This report is revised with a more accurate estimate of percentage of residential use, using billing data based on consumption periods. Because the City of Beverly Hills maintains a 60-day billing cycle, percentage of residential use reflects consumption based on the June 2014 ratio. A second revision will follow once more complete data is available. Commercial, industrial and institutional use is calculated as a percentage of Monthly production; that percentage is determined from the formula 100 - [Percent Residential Use] - [Percent Non-Revenue Water]. ",42157,147.5,,City Provided Customer-Based Web Portal Providing Water Consumption Information to Accountholders; System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,32%,No,"274,269,146","351,072,327","68,567,287",147.5,68,No Correction,South Coast
Beverly Hills  City of,Stage D,Yes,15-May,869.6,1047.3,243.488,0,0,,AF,"This report is revised with a more accurate estimate of percentage of residential, using billing data based on consumption periods.Commercial, industrial and institutional use is calculated as a percentage of Monthly production; that percentage is determined from the formula 100 - [Percent Residential Use] - [Percent Non-Revenue Water]. ",42157,140.9,"Outdoor Water Schedule & Restrictions (Unenforced - ordinance approved May 18, 2015 effective in 30 days); Mandatory 30% Water Reductions; Warning (1st Offense), Penalties (2nd & subsequent); Restaurants shall serve water upon request only; Public restrooms in the City and private bathrooms in hotels shall post notice of water conservation goals; Plumbing and irrigation leaks shall be repaired as soon as practicable; City may issue notices to repair visible leaks; Complete refilling of swimming pools, spas, or ponds are prohibited except for health and safety reasons; Water fountains shall be prohibited unless the water is recirculated; Exterior washdown of buildings and washdown of vehicles shall be prohibited; Water usage from fire hydrants shall be limited to firefighting, related activities or other activities necessary to maintain the public health, safety and welfare; Violation by any person of the stage D mandatory requirements shall constitute a misdemeanor and, upon conviction, shall be punished by a fine not to exceed one thousand dollars ($1,000.00). Continued excessive use may result in a termination of water supply through irrigation water services and/or restriction of water supply through domestic meters. The violation of each element, and each separate violation thereof, shall be deemed a separate offense, and shall be punished accordingly. ",City Provided Customer-Based Web Portal Providing Water Consumption Information to Accountholders; System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"283,360,401","341,264,199","79,340,912",140.9,65,No Correction,South Coast
Beverly Hills  City of,Mandatory Stage B,Yes,15-Apr,920.8,969.3,257.824,0,0,,AF,"This report is revised with a more accurate estimate of percentage of residential, using billing data based on consumption periods. Commercial, industrial and institutional use is calculated as a percentage of Monthly production; that percentage is determined from the formula 100 - [Percent Residential Use] - [Percent Non-Revenue Water]. ",42157,154.2,Outdoor Water Schedule & Restrictions; Mandatory 10% Water Reduction,Launched Customer-Based Web Portal Providing Water Consumption Information to Accountholders; System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"300,043,994","315,847,788","84,012,318",154.2,65,No Correction,South Coast
Beverly Hills  City of,Mandatory Stage B,Yes,15-Mar,895.9,932.4,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,158.6,Outdoor Water Schedule & Restrictions (Unenforced); Mandatory 10% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"291,930,293","303,823,871",Null,158.6,71,No Correction,South Coast
Beverly Hills  City of,Mandatory Stage B,Yes,15-Feb,782,762.9,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,153.3,Outdoor Water Schedule & Restrictions (Unenforced); Mandatory 10% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"254,815,816","248,592,054",Null,153.3,71,No Correction,South Coast
Beverly Hills  City of,Mandatory Stage B,Yes,15-Jan,806,862.2,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,142.7,Outdoor Water Schedule & Restrictions (Unenforced); Mandatory 10% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"262,636,250","280,949,100",Null,142.7,71,No Correction,South Coast
Beverly Hills  City of,Mandatory Stage B,Yes,14-Dec,705.1,888.6,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,124.8,Outdoor Water Schedule & Restrictions (Unenforced); Mandatory 10% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"229,757,841","289,551,578",Null,124.8,71,No Correction,South Coast
Beverly Hills  City of,Mandatory Stage B,Yes,14-Nov,910.5,939.2,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,166.6,Outdoor Water Schedule & Restrictions (Unenforced); Mandatory 10% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"296,687,724","306,039,660",Null,166.6,71,No Correction,South Coast
Beverly Hills  City of,Mandatory Stage B,Yes,14-Oct,1085.2,1101.5,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,192.1,Outdoor Water Schedule & Restrictions (Unenforced); Mandatory 10% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"353,613,969","358,925,347",Null,192.1,71,No Correction,South Coast
Beverly Hills  City of,Mandatory Stage B,Yes,14-Sep,1121,1156,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,205.1,Outdoor Water Schedule & Restrictions (Unenforced); Mandatory 10% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"365,279,450","376,684,250",Null,205.1,71,No Correction,South Coast
Beverly Hills  City of,Voluntary Stage B,No,14-Aug,1169.6,1184.4,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,207.1,Outdoor Water Schedule & Restrictions (Unenforced); Voluntary 20% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"381,115,829","385,938,430",Null,207.1,71,No Correction,South Coast
Beverly Hills  City of,Voluntary Stage B,No,14-Jul,1210.6,1185.5,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,214.3,Outdoor Water Schedule & Restrictions (Unenforced); Voluntary 20% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"394,475,738","386,296,867",Null,214.3,71,No Correction,South Coast
Beverly Hills  City of,Voluntary Stage B,No,14-Jun,1112.7,1077.4,,,,,AF,Monthly Production Calculated from Local Production and Metropolitan Water District (MWD) Purchases; Percentage of Residential Consumption Calculated from Total System Water Consumption Data,42157,203.5,Outdoor Water Schedule & Restrictions (Unenforced); Voluntary 20% Water Reduction,System Water Audits and Leak Detection Program; Prohibit Washing Down of Driveways and Sidewalks; Prohibit Excess Watering/Runoff; Use Shut-off Nozzle when Washing Vehicles; Prohibit Water Feature unless Water is Recirculated; Smart Infrastructure-AMI system; Partnership w/MWD for In/Outdoor Rebate Programs; Landscape Irrigation Ordinance; Public Outreach and Education,NULL,No,"362,574,883","351,072,327",Null,203.5,71,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,15-Aug,197.2,315.8,2.8,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for July 2015 by OCWD is 553.4 AF of which 54.7 AF has been prorated to the Cowan Heights System. For August 2015, the Total Monthly production was 197.2 AF of which approximately 54.7 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for August 2015 is 142.5 AF and the adjusted GPCD is 201” ",7254,279,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,36%,No,"64,257,901","102,903,881","912,384",278.6,97.5,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,15-Jul,181.9,310.9,30.1,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for June 2015 by OCWD is 542.0 AF of which 52.0 AF has been prorated to the Cowan Heights System. For July 2015, the Total Monthly production was 181.9 AF of which approximately 52.0 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for July 2015 is 129.9 AF and the adjusted GPCD is 162” ",7254,228,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,36%,No,"59,272,375","101,307,209","9,808,128",227.5,86.3,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,15-Jun,188.3,294,7.9,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for May 2015 by OCWD is 784.1 AF of which 77.0 AF has been prorated to the Cowan Heights System. For June 2015, the Total Monthly production was 188.3 AF of which approximately 77.0 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for June 2015 is 111.3 AF and the adjusted GPCD is 158” ",7254,276,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,36%,No,"61,357,824","95,800,320","2,574,226",275.5,97.7,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2 of the WSCP; Stage 0 of CPUC Schedule 14.1,Yes,15-May,178.8,274.5,44.8,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for April 2015 by OCWD is 487.6 AF of which 46.7 AF has been prorated to the Cowan Heights System. For May 2015, the Total Monthly production was 178.8 AF of which approximately 46.7 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for May 2015 is 132.2 AF and the adjusted GPCD is 170” ",7254,230,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,NULL,No,"58,262,235","89,446,217","14,598,144",229.8,88.7,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,15-Apr,209.7,242.4,,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for March 2015 by OCWD is 454.8 AF of which 48.5 AF has been prorated to the Cowan Heights System. For April 2015, the Total Monthly production was 209.7 AF of which approximately 48.5 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for April 2015 is 161.2 AF and the adjusted GPCD is 236”",7254,306,,NULL,NULL,No,"68,331,044","78,986,386",Null,306.5,97.6,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,15-Mar,202.6,206.9,,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for February 2015 by OCWD is 407.6 AF of which 42.6 AF has been prorated to the Cowan Heights System. For March 2015, the Total Monthly production was 202.6 AF of which approximately 42.6 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for March 2015 is 160.0 AF and the adjusted GPCD is 211”  ",7254,267,,,NULL,No,"66,017,499","67,418,660",Null,267.2,91,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,15-Feb,161.3,149.1,,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for January 2015 by OCWD is 418.6 AF of which 42.1 AF has been prorated to the Cowan Heights System. For February 2015, the Total Monthly production was 161.3 AF of which approximately 42.1 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for February 2015 is 119.1 AF and the adjusted GPCD is 187” ",7254,253,,NULL,NULL,No,"52,559,835","48,584,448",Null,253.1,97.8,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,15-Jan,151.1,144,,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for December 2014 by OCWD is 435.3 AF of which 40.3 AF has been prorated to the Cowan Heights System. For January 2015, the Total Monthly production was 151.1 AF of which approximately 40.3 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for January 2015 is 110.9 AF and the adjusted GPCD is 144” ",7254,197,,NULL,NULL,No,"49,236,151","46,922,605",Null,196.8,89.9,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,14-Dec,112.3,180.8,,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for November 2014 by OCWD is 388.1 AF of which 30.4 AF has been prorated to the Cowan Heights System. For December 2014, the Total Monthly production was 112.3 AF of which approximately 30.4 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for December 2014 is 81.9 AF and the adjusted GPCD is 115”  ",7254,158,,NULL,NULL,No,"36,593,115","58,913,938",Null,158,97.1,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,14-Nov,208.4,206.3,,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for October 2014 by OCWD is 340.7 AF of which 36.0 AF has been prorated to the Cowan Heights System. For November 2014, the Total Monthly production was 208.4 AF of which approximately 36.0 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for November 2014 is 172.4 AF and the adjusted GPCD is 226” ",7254,273,,NULL,NULL,No,"67,907,437","67,223,149",Null,272.7,87.4,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,14-Oct,270.3,259.5,,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for September 2014 by OCWD is 373.1 AF of which 42.7 AF has been prorated to the Cowan Heights System. For October 2014, the Total Monthly production was 270.3 AF of which approximately 42.7 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for October 2014 is 227.6 AF and the adjusted GPCD is 322”  ",7254,382,,NULL,NULL,No,"88,077,641","84,558,445",Null,382.3,97.6,No Correction,South Coast
